Differences in Semantics of ZAI and ZHENGZAI,,,,,
Verbs,Situation Type,ZAI,ZHENGZAI,[+Durative/-Durative],[+Dynamic/-Dynamic]
伤人,Activity,1,0,[+Durative],[+Dynamic]
伤心,Activity,1,2,[+Durative],[+Dynamic]
伤心落泪,Activity,1,1,[+Durative],[+Dynamic]
商量,Activity,3,3,[+Durative],[+Dynamic]
商量大家打伙儿去租用镇上那条”洋水车”,Activity,0,1,[+Durative],[+Dynamic]
商量建都洛阳和称王的事,Activity,1,0,[+Durative],[+Dynamic]
商量捐款救济震南村的水灾难民的事情,Activity,0,1,[+Durative],[+Dynamic]
商量梨云的后事,Activity,0,1,[+Durative],[+Dynamic]
商量清匪,Activity,0,1,[+Durative],[+Dynamic]
商量什么,Activity,1,0,[+Durative],[+Dynamic]
商量什么秘密军机,Activity,1,0,[+Durative],[+Dynamic]
商量事情,Activity,1,0,[+Durative],[+Dynamic]
商量应该给她一个什么样的处分,Activity,0,1,[+Durative],[+Dynamic]
商量在冰岛北部或东北部建一座全天候的空军基地,Activity,0,1,[+Durative],[+Dynamic]
上鞍子,Activity,1,0,[+Durative],[+Dynamic]
上班,Activity,9,0,[+Durative],[+Dynamic]
上班和下班,Activity,1,0,[+Durative],[+Dynamic]
上菜,Activity,0,1,[+Durative],[+Dynamic]
上车,Activity,1,2,[+Durative],[+Dynamic]
上船,Activity,0,1,[+Durative],[+Dynamic]
上大学,Activity,0,2,[+Durative],[+Dynamic]
上大学四年级,Activity,0,1,[+Durative],[+Dynamic]
上俄文课,Activity,0,1,[+Durative],[+Dynamic]
上辅导班,Activity,1,0,[+Durative],[+Dynamic]
上工,Activity,1,0,[+Durative],[+Dynamic]
上公开课,Activity,0,1,[+Durative],[+Dynamic]
上客,Activity,1,0,[+Durative],[+Dynamic]
上课,Activity,1,5,[+Durative],[+Dynamic]
上煤,Activity,0,1,[+Durative],[+Dynamic]
上升,Activity,18,5,[+Durative],[+Dynamic]
上网,Activity,1,0,[+Durative],[+Dynamic]
上小学,Activity,0,1,[+Durative],[+Dynamic]
上学,Activity,1,1,[+Durative],[+Dynamic]
烧,Activity,2,0,[+Durative],[+Dynamic]
烧饭,Activity,1,1,[+Durative],[+Dynamic]
烧锅,Activity,1,0,[+Durative],[+Dynamic]
烧火煮饭,Activity,1,0,[+Durative],[+Dynamic]
烧火做早饭,Activity,0,1,[+Durative],[+Dynamic]
烧她的脸,Activity,1,0,[+Durative],[+Dynamic]
烧铁,Activity,0,1,[+Durative],[+Dynamic]
烧香,Activity,1,0,[+Durative],[+Dynamic]
烧烟,Activity,1,1,[+Durative],[+Dynamic]
烧烟土,Activity,1,0,[+Durative],[+Dynamic]
烧衣舍饭,Activity,1,0,[+Durative],[+Dynamic]
烧早饭,Activity,0,1,[+Durative],[+Dynamic]
设计,Activity,0,4,[+Durative],[+Dynamic]
设计从装料到成材连续生产的工厂,Activity,0,1,[+Durative],[+Dynamic]
设计或施工,Activity,0,1,[+Durative],[+Dynamic]
设计鞋带造型,Activity,0,1,[+Durative],[+Dynamic]
设计新油印机,Activity,1,0,[+Durative],[+Dynamic]
申请,Activity,0,1,[+Durative],[+Dynamic]
申请孔子学院的奖学金,Activity,0,1,[+Durative],[+Dynamic]
申请要走的,Activity,0,1,[+Durative],[+Dynamic]
申请一个科技部科技基础资源调查专项,Activity,0,1,[+Durative],[+Dynamic]
申请一张张结婚需要的文件,Activity,1,0,[+Durative],[+Dynamic]
伸舌头,Activity,1,0,[+Durative],[+Dynamic]
呻吟,Activity,9,1,[+Durative],[+Dynamic]
呻吟、挣扎,Activity,1,0,[+Durative],[+Dynamic]
审,Activity,1,0,[+Durative],[+Dynamic]
审查,Activity,0,1,[+Durative],[+Dynamic]
审问,Activity,1,1,[+Durative],[+Dynamic]
审问郝摇旗,Activity,1,0,[+Durative],[+Dynamic]
审问两个人,Activity,0,1,[+Durative],[+Dynamic]
审问杨子荣捉来的小炉匠,Activity,1,0,[+Durative],[+Dynamic]
审问一个人,Activity,0,1,[+Durative],[+Dynamic]
渗,Activity,1,0,[+Durative],[+Dynamic]
渗血丝,Activity,1,0,[+Durative],[+Dynamic]
升出地平线,Transition,0,1,[+Durative],[+Dynamic]
升高,Activity,2,0,[+Durative],[+Dynamic]
升帐,Activity,0,1,[+Durative],[+Dynamic]
生病,Activity,2,1,[+Durative],[+Dynamic]
生产,Activity,4,3,[+Durative],[+Dynamic]
生产冰毒,Activity,1,0,[+Durative],[+Dynamic]
生产香料,Activity,1,0,[+Durative],[+Dynamic]
生产一种小巧玲珑、活泼可爱的儿童自行车,Activity,0,1,[+Durative],[+Dynamic]
生产自己的欣赏对象,Activity,1,0,[+Durative],[+Dynamic]
生孩子,Activity,1,0,[+Durative],[+Dynamic]
生很大的气,Activity,0,1,[+Durative],[+Dynamic]
企图“摆脱共产党的领导”,State,1,0,[+Durative],[-Dynamic]
生闷气,Activity,2,0,[+Durative],[+Dynamic]
生气,Activity,20,5,[+Durative],[+Dynamic]
生谁的气,Activity,1,1,[+Durative],[+Dynamic]
生四姑娘的气,Activity,0,1,[+Durative],[+Dynamic]
生他的气,Activity,1,0,[+Durative],[+Dynamic]
生我的气,Activity,3,0,[+Durative],[+Dynamic]
生我什么气,Activity,1,0,[+Durative],[+Dynamic]
生小猪,Activity,0,1,[+Durative],[+Dynamic]
企图从他身边撬走李嘉诚,State,1,0,[+Durative],[-Dynamic]
生自己气,Activity,1,0,[+Durative],[+Dynamic]
盛饭,Activity,1,0,[+Durative],[+Dynamic]
失败,Transition,2,0,[-Durative],[+Dynamic]
失去,Transition,1,0,[-Durative],[+Dynamic]
失去生命力与活力,Transition,0,1,[-Durative],[+Dynamic]
失去自己的斗志,Transition,0,1,[-Durative],[+Dynamic]
失去自信,Transition,1,0,[-Durative],[+Dynamic]
实现,Transition,3,6,[+Durative],[+Dynamic]
实现保共第十三次代表大会所制订的战略方针,Transition,0,1,[+Durative],[+Dynamic]
实现工作重点的转,Transition,0,1,[+Durative],[+Dynamic]
实现全面机械化和自动化,Transition,0,1,[+Durative],[+Dynamic]
实现中国人民从站起来到富起来、强起来的伟大飞跃,Transition,0,1,[+Durative],[+Dynamic]
实现自动售货,Transition,1,0,[+Durative],[+Dynamic]
实现自己的诺言,Transition,1,0,[+Durative],[+Dynamic]
实行,Activity,3,1,[+Durative],[+Dynamic]
实行管制,Activity,2,0,[+Durative],[+Dynamic]
实行倾销,Activity,1,0,[+Durative],[+Dynamic]
拾地上的玉兰花片,Activity,1,0,[+Durative],[+Dynamic]
使劲,Activity,1,0,[+Durative],[+Dynamic]
使性子,Activity,1,0,[+Durative],[+Dynamic]
使用,Activity,3,2,[+Durative],[+Dynamic]
使用粗暴的武力,Activity,0,1,[+Durative],[+Dynamic]
使用毒气残杀老挝苗族人民,Activity,0,1,[+Durative],[+Dynamic]
使用很大的力量,Activity,0,1,[+Durative],[+Dynamic]
使用金兰湾,Activity,0,1,[+Durative],[+Dynamic]
使用联想电脑,Activity,2,0,[+Durative],[+Dynamic]
使用两只手,Activity,0,1,[+Durative],[+Dynamic]
使用坦克、枪炮,Activity,0,1,[+Durative],[+Dynamic]
使用一切方法希望在社会主义国家的大家庭中散布不和,Activity,1,0,[+Durative],[+Dynamic]
使用油性涂料,Activity,1,0,[+Durative],[+Dynamic]
使用早期的木制车厢,Activity,1,0,[+Durative],[+Dynamic]
驶出港湾,Transition,0,1,[+Durative],[+Dynamic]
驶入新筑车站货场,Transition,0,1,[+Durative],[+Dynamic]
试验,Activity,1,3,[+Durative],[+Dynamic]
试验什么东西,Activity,1,0,[+Durative],[+Dynamic]
试验他,Activity,1,0,[+Durative],[+Dynamic]
试验他的刀锋,Activity,1,0,[+Durative],[+Dynamic]
试验这一模式,Activity,0,1,[+Durative],[+Dynamic]
试衣服,Activity,1,0,[+Durative],[+Dynamic]
试营业,Activity,1,0,[+Durative],[+Dynamic]
适应和熟悉增值税,Activity,0,1,[+Durative],[+Dynamic]
适应沙漠的日子,Activity,1,0,[+Durative],[+Dynamic]
适应突来的亮光,Activity,1,0,[+Durative],[+Dynamic]
适应这个新的现实,Activity,1,0,[+Durative],[+Dynamic]
适应正常重力,Activity,0,1,[+Durative],[+Dynamic]
释放出现代观念的热能,Transition,1,0,[+Durative],[+Dynamic]
收回它的光芒,Transition,0,1,[+Durative],[+Dynamic]
收获,Activity,0,1,[+Durative],[+Dynamic]
收获谷物,Activity,1,0,[+Durative],[+Dynamic]
收获故事和感动,Activity,2,0,[+Durative],[+Dynamic]
收获小麦,Activity,0,1,[+Durative],[+Dynamic]
收获一年来的劳动果实,Activity,0,1,[+Durative],[+Dynamic]
收集材料,Activity,0,1,[+Durative],[+Dynamic]
收集一些骂他的文章,Activity,0,1,[+Durative],[+Dynamic]
收集资料,Activity,0,1,[+Durative],[+Dynamic]
收拾,Activity,1,0,[+Durative],[+Dynamic]
收拾残乱的餐桌,Activity,1,0,[+Durative],[+Dynamic]
收拾东西,Activity,0,6,[+Durative],[+Dynamic]
收拾房间,Activity,0,1,[+Durative],[+Dynamic]
收拾刚才翻乱的东西,Activity,0,2,[+Durative],[+Dynamic]
收拾隔壁房间,Activity,0,1,[+Durative],[+Dynamic]
收拾花草,Activity,1,0,[+Durative],[+Dynamic]
收拾回去的东西,Activity,1,0,[+Durative],[+Dynamic]
收拾镜奁,Activity,1,0,[+Durative],[+Dynamic]
收拾卢象升和杨陆凯尸首,Activity,0,1,[+Durative],[+Dynamic]
收拾箩担,Activity,0,1,[+Durative],[+Dynamic]
收拾那些吸烟的家具,Activity,1,0,[+Durative],[+Dynamic]
收拾晒在岸边草地上花花绿绿的衣服和床单,Activity,0,1,[+Durative],[+Dynamic]
收拾什么东西,Activity,1,0,[+Durative],[+Dynamic]
收拾锁锁剩下来的杂物,Activity,0,1,[+Durative],[+Dynamic]
收拾碗,Activity,1,0,[+Durative],[+Dynamic]
收拾屋子,Activity,0,1,[+Durative],[+Dynamic]
收拾新装修的屋子,Activity,0,1,[+Durative],[+Dynamic]
收拾行李,Activity,1,0,[+Durative],[+Dynamic]
收拾行装,Activity,1,0,[+Durative],[+Dynamic]
收拾一大堆废纸,Activity,0,1,[+Durative],[+Dynamic]
收拾一小包行装,Activity,0,1,[+Durative],[+Dynamic]
收拾桌子,Activity,1,1,[+Durative],[+Dynamic]
收摊儿,Activity,0,1,[+Durative],[+Dynamic]
收早稻,Activity,1,0,[+Durative],[+Dynamic]
守夜,Activity,1,0,[+Durative],[+Dynamic]
守寨,Activity,1,0,[+Durative],[+Dynamic]
受管制,Activity,1,0,[+Durative],[+Dynamic]
受过,Activity,0,1,[+Durative],[+Dynamic]
受苦,Activity,9,0,[+Durative],[+Dynamic]
受苦受难,Activity,2,0,[+Durative],[+Dynamic]
受难,Activity,3,0,[+Durative],[+Dynamic]
受群众的审查,Activity,1,0,[+Durative],[+Dynamic]
受社会的残酷的待遇,Activity,1,0,[+Durative],[+Dynamic]
受审,Activity,0,1,[+Durative],[+Dynamic]
受训,Activity,0,1,[+Durative],[+Dynamic]
受折磨,Activity,1,0,[+Durative],[+Dynamic]
受这三种力的压迫,Activity,1,0,[+Durative],[+Dynamic]
受罪,Activity,5,0,[+Durative],[+Dynamic]
梳头,Activity,3,3,[+Durative],[+Dynamic]
梳头发,Activity,1,0,[+Durative],[+Dynamic]
输液,Activity,1,0,[+Durative],[+Dynamic]
输液治疗,Activity,0,1,[+Durative],[+Dynamic]
企图对美国政府的某些代表人物施行压力,State,0,1,[+Durative],[-Dynamic]
数和,Activity,1,0,[+Durative],[+Dynamic]
数快板,Activity,1,0,[+Durative],[+Dynamic]
数落荷西,Activity,1,0,[+Durative],[+Dynamic]
数洋钱,Activity,0,1,[+Durative],[+Dynamic]
刷锅洗碗,Activity,1,0,[+Durative],[+Dynamic]
刷牙,Activity,1,0,[+Durative],[+Dynamic]
甩掉“雾都”帽子,Transition,0,1,[+Durative],[+Dynamic]
睡,Activity,5,0,[+Durative],[+Dynamic]
睡觉,Activity,5,2,[+Durative],[+Dynamic]
睡懒觉,Activity,1,0,[+Durative],[+Dynamic]
睡午觉,Activity,2,1,[+Durative],[+Dynamic]
说,Activity,143,3,[+Durative],[+Dynamic]
说"老头子""老太婆",Activity,1,0,[+Durative],[+Dynamic]
说：“要努力、要努力”,Activity,1,0,[+Durative],[+Dynamic]
说：这儿就是你的家,Activity,1,0,[+Durative],[+Dynamic]
说“胡说八道，没有的事”,Activity,1,0,[+Durative],[+Dynamic]
说“离婚”这件事,Activity,1,0,[+Durative],[+Dynamic]
说“思想解放”、“创新”,Activity,1,0,[+Durative],[+Dynamic]
说“死了”、“警察”之类的词,Activity,1,0,[+Durative],[+Dynamic]
说「希望龙打几个好仗，早日得胜，好回家乡」,Activity,1,0,[+Durative],[+Dynamic]
说白话,Activity,1,0,[+Durative],[+Dynamic]
说不贞的女子,Activity,1,0,[+Durative],[+Dynamic]
说成“非常危险”,Transition,1,0,[-Durative],[+Dynamic]
说创业之后你有多大把握去成功,Activity,1,0,[+Durative],[+Dynamic]
说大话、空话,Activity,1,0,[+Durative],[+Dynamic]
说二太太,Activity,1,0,[+Durative],[+Dynamic]
说疯话,Activity,2,0,[+Durative],[+Dynamic]
说服教育,Transition,0,1,[+Durative],[+Dynamic]
说服刘胜能够同意他的意见,Transition,1,0,[+Durative],[+Dynamic]
说服妈妈,Transition,1,0,[+Durative],[+Dynamic]
说服谁,Transition,1,0,[+Durative],[+Dynamic]
说服淘气的不听话的小弟弟,Transition,1,0,[+Durative],[+Dynamic]
说胡话,Activity,1,0,[+Durative],[+Dynamic]
说话,Activity,99,13,[+Durative],[+Dynamic]
说话儿,Activity,1,0,[+Durative],[+Dynamic]
说黄太太,Activity,1,0,[+Durative],[+Dynamic]
说谎,Activity,9,0,[+Durative],[+Dynamic]
说老三,Activity,1,0,[+Durative],[+Dynamic]
说老三怎么好几天没来了呢,Activity,0,1,[+Durative],[+Dynamic]
说离婚的事儿,Activity,0,1,[+Durative],[+Dynamic]
说罗辑,Activity,1,0,[+Durative],[+Dynamic]
说梦话,Activity,2,0,[+Durative],[+Dynamic]
说明,Activity,1,0,[+Durative],[+Dynamic]
说明“这事有边”,Activity,1,0,[+Durative],[+Dynamic]
说明日本政府积极调整国际关系的起点,Activity,1,0,[+Durative],[+Dynamic]
说明他对中国人民的影响,Activity,1,0,[+Durative],[+Dynamic]
说明他租的是外村地,Activity,1,0,[+Durative],[+Dynamic]
说明这老屋难免易主的原因,Activity,0,1,[+Durative],[+Dynamic]
说哪个,Activity,2,0,[+Durative],[+Dynamic]
说你,Activity,2,0,[+Durative],[+Dynamic]
说你的坏话,Activity,1,0,[+Durative],[+Dynamic]
说你老丈人家中出了怪事,Activity,1,0,[+Durative],[+Dynamic]
说朋友感情上的话,Activity,1,0,[+Durative],[+Dynamic]
说气话,Activity,1,0,[+Durative],[+Dynamic]
说球,Activity,1,0,[+Durative],[+Dynamic]
说人家的事情,Activity,1,0,[+Durative],[+Dynamic]
说啥,Activity,1,0,[+Durative],[+Dynamic]
说傻话,Activity,1,0,[+Durative],[+Dynamic]
说上海话,Activity,1,0,[+Durative],[+Dynamic]
说尚太太,Activity,1,0,[+Durative],[+Dynamic]
说谁,Activity,3,0,[+Durative],[+Dynamic]
说什么,Activity,58,4,[+Durative],[+Dynamic]
说什么跟谁说,Activity,1,0,[+Durative],[+Dynamic]
说什么金银地主,Activity,1,0,[+Durative],[+Dynamic]
说神刀一出，神剑无光了,Activity,1,0,[+Durative],[+Dynamic]
说树生,Activity,1,0,[+Durative],[+Dynamic]
说他,Activity,1,0,[+Durative],[+Dynamic]
说他这一来乃是多事,Activity,1,0,[+Durative],[+Dynamic]
说她的坏话,Activity,1,0,[+Durative],[+Dynamic]
说她的男朋友,Activity,0,1,[+Durative],[+Dynamic]
说她的朋友多,Activity,1,0,[+Durative],[+Dynamic]
说为除消人类的病敌而努力,Activity,1,0,[+Durative],[+Dynamic]
说我,Activity,4,2,[+Durative],[+Dynamic]
说我“精力充沛”,Activity,1,0,[+Durative],[+Dynamic]
说我好棒,Activity,1,0,[+Durative],[+Dynamic]
说我就是要为了挣钱,Activity,1,0,[+Durative],[+Dynamic]
说我什么闲话,Activity,1,0,[+Durative],[+Dynamic]
说我做什么,Activity,1,0,[+Durative],[+Dynamic]
说瞎话,Activity,1,0,[+Durative],[+Dynamic]
说闲话,Activity,1,0,[+Durative],[+Dynamic]
说萧明的坏话,Activity,1,0,[+Durative],[+Dynamic]
说笑话,Activity,2,2,[+Durative],[+Dynamic]
说些什么,Activity,13,0,[+Durative],[+Dynamic]
说一个道理,Activity,2,0,[+Durative],[+Dynamic]
说一个女神,Activity,1,0,[+Durative],[+Dynamic]
说一件绝大的秘密,Activity,1,0,[+Durative],[+Dynamic]
说一篇复杂离奇的《东周列国》,Activity,1,0,[+Durative],[+Dynamic]
说一些什么,Activity,1,0,[+Durative],[+Dynamic]
说遗传说基因,Activity,1,0,[+Durative],[+Dynamic]
说这个,Activity,1,0,[+Durative],[+Dynamic]
说这种爱情没有结果,Activity,1,0,[+Durative],[+Dynamic]
说真的,Activity,2,0,[+Durative],[+Dynamic]
说真话,Activity,2,0,[+Durative],[+Dynamic]
说正经话,Activity,3,0,[+Durative],[+Dynamic]
说祝福的话,Activity,1,0,[+Durative],[+Dynamic]
说自己,Activity,1,0,[+Durative],[+Dynamic]
说自己的话,Activity,1,0,[+Durative],[+Dynamic]
说祖父,Activity,1,0,[+Durative],[+Dynamic]
思考,Activity,10,2,[+Durative],[+Dynamic]
思考别的,Activity,1,0,[+Durative],[+Dynamic]
思考对策,Activity,1,0,[+Durative],[+Dynamic]
思考防守的对策,Activity,1,0,[+Durative],[+Dynamic]
思考今天如果又等不到工怎么办,Activity,0,1,[+Durative],[+Dynamic]
思考某个深奥的问题,Activity,1,0,[+Durative],[+Dynamic]
思考欧阳海的问题,Activity,1,0,[+Durative],[+Dynamic]
思考如何将企业长远发展与中国的国家发展战略结合在一起,Activity,1,0,[+Durative],[+Dynamic]
思考什么,Activity,1,0,[+Durative],[+Dynamic]
思考什么「大道理」,Activity,0,1,[+Durative],[+Dynamic]
思考脱身的方法,Activity,1,0,[+Durative],[+Dynamic]
思考问题,Activity,2,1,[+Durative],[+Dynamic]
思考些什么,Activity,1,0,[+Durative],[+Dynamic]
思考一个问题,Activity,1,0,[+Durative],[+Dynamic]
思考怎么办,Activity,1,0,[+Durative],[+Dynamic]
思考这个问题,Activity,2,0,[+Durative],[+Dynamic]
思考这些问题,Activity,1,0,[+Durative],[+Dynamic]
思考自己的发展问题,Activity,2,0,[+Durative],[+Dynamic]
思考自己可以有何作为,Activity,1,0,[+Durative],[+Dynamic]
思考自己能从大湾区的建设中发现什么机遇,Activity,1,0,[+Durative],[+Dynamic]
思索,Activity,29,6,[+Durative],[+Dynamic]
思索道静的话,Activity,1,0,[+Durative],[+Dynamic]
思索刚才淑华说的一句话,Activity,1,0,[+Durative],[+Dynamic]
思索离间之策,Activity,0,1,[+Durative],[+Dynamic]
思索什么,Activity,5,0,[+Durative],[+Dynamic]
思索什么事情,Activity,1,0,[+Durative],[+Dynamic]
思索问题,Activity,0,1,[+Durative],[+Dynamic]
思索一件事情,Activity,1,0,[+Durative],[+Dynamic]
思索一件重大的事情,Activity,1,0,[+Durative],[+Dynamic]
思索有什么解围的办法,Activity,0,1,[+Durative],[+Dynamic]
思索再加另外什么字,Activity,1,0,[+Durative],[+Dynamic]
思索这个问题,Activity,1,0,[+Durative],[+Dynamic]
思索这件事情,Activity,1,0,[+Durative],[+Dynamic]
思索这些问题,Activity,1,0,[+Durative],[+Dynamic]
撕裂一块布,Transition,1,0,[-Durative],[+Dynamic]
撕碎,Transition,1,0,[+Durative],[+Dynamic]
死,Transition,2,1,[-Durative],[+Dynamic]
松开,Transition,0,1,[+Durative],[+Dynamic]
送饭,Activity,0,1,[+Durative],[+Dynamic]
送来,Transition,1,0,[+Durative],[+Dynamic]
送穷,Activity,1,0,[+Durative],[+Dynamic]
送信,Activity,1,0,[+Durative],[+Dynamic]
搜查,Activity,0,1,[+Durative],[+Dynamic]
搜查《挺进报》,Activity,1,0,[+Durative],[+Dynamic]
搜查他的同伙,Activity,0,1,[+Durative],[+Dynamic]
搜查一个黄脸的商人模样的人,Activity,0,1,[+Durative],[+Dynamic]
搜集兵器谱上的各种知名兵刃,Activity,1,0,[+Durative],[+Dynamic]
"搜集关于
「新港」的材料",Activity,0,1,[+Durative],[+Dynamic]
搜集秘方,Activity,1,0,[+Durative],[+Dynamic]
搜集名器谱上的各种名器,Activity,1,0,[+Durative],[+Dynamic]
搜集我的材料,Activity,0,1,[+Durative],[+Dynamic]
搜集衣裳或是鞋袜,Activity,1,0,[+Durative],[+Dynamic]
搜索,Activity,0,1,[+Durative],[+Dynamic]
搜索并欲消灭他,Activity,1,0,[+Durative],[+Dynamic]
搜索她的行踪,Activity,0,1,[+Durative],[+Dynamic]
搜索谈话的材料,Activity,1,0,[+Durative],[+Dynamic]
搜寻那些渐渐被忘却的往事,Activity,1,0,[+Durative],[+Dynamic]
搜寻谁的身影,Activity,1,0,[+Durative],[+Dynamic]
搜寻幸存者,Activity,0,1,[+Durative],[+Dynamic]
搜寻遇难者的下落,Activity,0,1,[+Durative],[+Dynamic]
算地主的地亩,Activity,1,0,[+Durative],[+Dynamic]
算计别人,Activity,2,0,[+Durative],[+Dynamic]
算计对方,Activity,1,0,[+Durative],[+Dynamic]
算计钱钱钱,Activity,2,0,[+Durative],[+Dynamic]
算计三个村庄谁家会投他的票,Activity,1,0,[+Durative],[+Dynamic]
算江世荣的租子帐,Activity,1,0,[+Durative],[+Dynamic]
算账,Activity,2,0,[+Durative],[+Dynamic]
损害澳大利亚的国际贸易,Activity,0,1,[+Durative],[+Dynamic]
损害未来的合作机会,Activity,0,1,[+Durative],[+Dynamic]
损失宝贵的市场份额,Transition,0,1,[-Durative],[+Dynamic]
缩肩膀,Activity,1,0,[+Durative],[+Dynamic]
缩小,Transition,14,7,[+Durative],[+Dynamic]
缩小它的危害,Transition,0,1,[+Durative],[+Dynamic]
缩小同发达国家的差别,Transition,1,0,[+Durative],[+Dynamic]
锁门,Activity,1,0,[+Durative],[+Dynamic]
塌,Activity,1,0,[+Durative],[+Dynamic]
踏,Activity,1,0,[+Durative],[+Dynamic]
踏大水车,Activity,1,0,[+Durative],[+Dynamic]
踏入一个梦境,Transition,1,0,[+Durative],[+Dynamic]
踏上一个新的台阶,Transition,0,1,[+Durative],[+Dynamic]
踏蹄,Activity,1,0,[+Durative],[+Dynamic]
抬电杆上山抢修,Activity,1,0,[+Durative],[+Dynamic]
抬杠,Activity,1,0,[+Durative],[+Dynamic]
抬麻翻的三个日本兵和孙毛旦,Activity,0,1,[+Durative],[+Dynamic]
抬木头,Activity,1,0,[+Durative],[+Dynamic]
抬头,Activity,1,1,[+Durative],[+Dynamic]
